what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1534871860219
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1534871860220
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1534871860221
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1534871860222
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1534871860223
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1534871860224
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1534871860225
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1534871860227
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1534871860228
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1534871860229
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1534871860230
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1534871860232
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1534871860234
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1534871860235
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1534871860237
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1534871860249
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1534871860251
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1534871860253
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1534871860253
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1534871860254
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1534871860255
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1534871860256
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1534871860258
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1534871860259
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1534871860261
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1534871860261
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1534871860262
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1534871860263
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1534871860265
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1534871860266
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1534871860268
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1534871860268
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1534871860270
os,sysinfo,,,"win32",1534871860276
arch,sysinfo,,,"x86_64",1534871860276
ws,sysinfo,,,"win32",1534871860276
locale,sysinfo,,,"en_IN",1534871860276
processors,sysinfo,,,"4",1534871860276
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1534871860276
java.runtime.version,sysinfo,,,"1.8.0_66-b18",1534871860276
java.specification.name,sysinfo,,,"Java Platform API Specification",1534871860276
java.specification.vendor,sysinfo,,,"Oracle Corporation",1534871860276
java.specification.version,sysinfo,,,"1.8",1534871860276
java.vendor,sysinfo,,,"Oracle Corporation",1534871860276
java.version,sysinfo,,,"1.8.0_66",1534871860276
java.vm.info,sysinfo,,,"mixed mode",1534871860276
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1534871860276
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1534871860276
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1534871860276
java.vm.specification.version,sysinfo,,,"1.8",1534871860276
java.vm.vendor,sysinfo,,,"Oracle Corporation",1534871860276
java.vm.version,sysinfo,,,"25.66-b18",1534871860276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534871888356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534871922266
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1534871925125
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1534871925144
closed,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1534871925228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534871933416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534872284163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534872293347
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1534872300540
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1534872300607
started,bundle,org.eclipse.jst.servlet.ui,1.1.502.v201202011054,"org.eclipse.jst.servlet.ui",1534872320225
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1534872320276
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1534872320310
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1534872320701
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1534872320711
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1534872320736
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1534872320800
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1534872320904
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1534872320926
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1534872321012
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1534872321088
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1534872321473
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1534872321528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534872356477
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1534872357970
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1534872358034
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1534872358052
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1534872358279
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1534872358417
opened,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1534872360414
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1534872361059
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1534872361075
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1534872366228
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534872377337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534872394043
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1534872398610
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1534872398616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534872406505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534872429877
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1534872433083
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1534872433093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534872444603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534872565475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534872576137
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1534872761534
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534872763332
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534872767484
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1534872767770
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534872768176
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1534872769413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534872782275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534873103230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534873135053
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534873181653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534873192232
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534873432179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.preferences",1534873432214
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534873605404
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534873620834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534873629877
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534873925833
activated,view,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1534873936076
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534873936155
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1534873939882
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534873940008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874013358
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874064449
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1534874093773
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1534874093973
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1534874094091
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1534874094120
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1534874094209
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1534874094240
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1534874094428
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1534874094433
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1534874094707
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1534874143802
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1534874144112
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1534874144147
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1534874144535
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1534874144694
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874147314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874147396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874147643
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874213660
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874217148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874226289
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874227198
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874233088
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1534874234270
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874252993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874257667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874263377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874275934
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1534874297641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874297665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874310983
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874323653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874329570
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1534874337758
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874338194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874342308
executed,command,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1534874342325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874375687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874623862
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1534874634520
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1534874634577
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1534874642189
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavadocView",1534874644998
closed,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1534874645002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534874654764
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534875128201
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1534875135213
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534875135290
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1534875153144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.navigate.collapseAll",1534875166599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534875170887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534875256711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534875267233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534875271136
failed,command,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1534875271192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534875276163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534875563072
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534875565684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534875582593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534875634180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534875973394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876084436
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1534876129064
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1534876130304
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1534876130894
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1534876131196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876135719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876336206
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876363984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876446021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876484181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876539149
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876554673
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876600644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876615415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876653370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876655598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876816413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876818112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876826904
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534876827758
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1534876855243
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.debug",1534876873990
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876885830
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876891150
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1534876905182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876910243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534876997664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534877018238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534877055767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534877058051
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534877127872
